id_releve,horodatage,zone,temperature_interieure_c,temperature_exterieure_c,humidite_pct,occupation_personnes,type_jour,consommation_kwh
2744,2025-01-23 20:00:00,Salle_Serveur,21.67,4.69,45.9,0,ouvré,45.386
9955,2025-03-24 22:00:00,Accueil,20.44,6.01,49.8,10,ouvré,7.546
1255,2025-01-11 10:00:00,accueil ,21.02,1.98,,0,weekend,9.118
3706,2025-01-31 21:00:00,Bureau_Nord,21.07,2.26,49.2,7,ouvré,11.313
5539,2025-02-16 03:00:00,Salle_Serveur,20.64,-2.61,47.6,0,weekend,50.279
6522,2025-02-24 08:00:00,bureau sud,20.1,4.4,35.2,,ouvré,14.348
6832,2025-02-26 22:00:00,bureau sud,20.84,1.18,38.5,0,ouvré,11.156
3979,2025-02-03 03:00:00,Salle_Serveur,21.11,-1.93,40.7,0,ouvré,48.39
2125,2025-01-18 16:00:00,Accueil,19.67,7.86,41.3,0,weekend,7.287
2268,2025-01-19 21:00:00,Atelier,21.9,2.51,,0,weekend,13.459
9940,2025-03-24 19:00:00,accueil ,21.42,7.56,36.8,6,ouvré,7.866
4586,2025-02-08 05:00:00,bureau_nord,21.28,-0.48,,0,weekend,12.883
7258,2025-03-02 11:00:00,atelier,20.12,7.78,38.9,0,weekend,13.021
4937,2025-02-11 03:00:00,Bureau_Sud,19.45,-0.63,40.3,5,ouvré,12.236
9397,2025-03-20 07:00:00,bureau sud,21.79,4.32,30.6,0,ouvré,12.448
3258,2025-01-28 03:00:00,Atelier,21.62,-3.03,34.2,6,ouvré,15.348
4659,2025-02-08 19:00:00,Salle_Serveur,19.57,2.9,51.6,0,weekend,46.925
888,2025-01-08 09:00:00,atelier,20.56,2.79,47.0,14,ouvré,24.76
9328,2025-03-19 17:00:00,Atelier,20.19,9.01,38.5,13,ouvré,21.111
2187,2025-01-19 05:00:00,bureau sud,21.63,-0.28,45.7,0,weekend,11.933
2042,2025-01-18 00:00:00,bureau sud,20.42,-1.68,48.6,0,weekend,12.723
8585,2025-03-13 12:00:00,accueil ,20.67,8.53,53.5,6,ouvré,11.909
10719,2025-03-31 07:00:00,Salle_Serveur,23.07,8.17,55.1,0,ouvré,46.906
5269,2025-02-13 21:00:00,Salle_Serveur,21.27,4.73,37.9,,ouvré,46.847
7992,2025-03-08 14:00:00,bureau sud,20.9,8.66,43.7,0,weekend,8.304
8802,2025-03-15 08:00:00,bureau sud,20.77,5.56,60.6,0,weekend,8.558
2169,2025-01-19 01:00:00,Salle Serveur,20.63,-1.24,39.5,0,weekend,49.001
2144,2025-01-18 20:00:00,Salle Serveur,20.56,2.71,48.6,0,weekend,47.779
10694,2025-03-31 02:00:00,Salle Serveur,21.26,1.95,56.1,0,ouvré,47.885
5174,2025-02-13 02:00:00,Salle Serveur,20.23,-1.82,44.7,0,ouvré,48.583
8462,2025-03-12 12:00:00,Bureau_Sud,21.54,7.09,45.3,11,ouvré,17.958
4554,2025-02-07 22:00:00,Salle Serveur,19.48,2.81,46.4,0,ouvré,47.535
1023,2025-01-09 12:00:00,atelier,20.05,3.04,34.6,,,33.815
7522,2025-03-04 16:00:00,bureau sud,20.79,9.6,52.9,9,ouvré,13.484
7264,2025-03-02 12:00:00,Salle_Serveur,21.86,8.51,45.5,0,weekend,43.842
3672,2025-01-31 14:00:00,bureau sud,21.69,7.61,39.5,10,ouvré,18.011
8640,2025-03-13 23:00:00,Accueil,21.12,2.47,43.2,0,ouvré,7.851
5299,2025-02-14 03:00:00,Salle Serveur,20.71,-2.54,50.6,0,ouvré,50.388
8649,2025-03-14 01:00:00,Salle_Serveur,20.17,2.31,39.3,0,ouvré,46.226
3879,2025-02-02 07:00:00,Salle_Serveur,20.8,1.23,45.7,0,weekend,46.447
6780,2025-02-26 11:00:00,accueil ,21.27,5.45,49.0,5,ouvré,13.082
8723,2025-03-14 16:00:00,atelier,22.01,8.89,42.3,0,ouvré,25.739
3968,2025-02-03 01:00:00,Atelier,20.43,-1.7,34.4,7,ouvré,15.703
2620,2025-01-22 19:00:00,accueil ,21.29,2.86,,8,ouvré,10.025
7254,2025-03-02 10:00:00,Salle_Serveur,20.86,4.95,41.4,0,weekend,45.881
6434,2025-02-23 14:00:00,Salle Serveur,21.29,6.6,39.3,0,weekend,44.792
4057,2025-02-03 19:00:00,Bureau_Sud,20.76,3.33,51.5,10,ouvré,12.463
3341,2025-01-28 20:00:00,BUREAU NORD,20.26,3.04,46.2,3,ouvré,11.072
9432,2025-03-20 14:00:00,Bureau_Sud,20.93,9.05,36.7,9,ouvré,16.267
4813,2025-02-10 02:00:00,Atelier,21.55,-1.56,42.1,0,ouvré,-39.47
2731,2025-01-23 18:00:00,BUREAU NORD,19.49,4.18,39.4,,ouvré,13.411
2058,2025-01-18 03:00:00,Atelier,21.8,-3.13,45.2,0,weekend,16.903
537,2025-01-05 11:00:00,bureau sud,20.19,3.07,41.0,0,weekend,10.111
4905,2025-02-10 20:00:00,Accueil,-999,3.51,43.4,0,ouvré,8.478
2051,2025-01-18 02:00:00,BUREAU NORD,21.23,-1.9,52.0,0,weekend,12.193
9243,2025-03-19 00:00:00,atelier,21.74,3.17,34.6,,ouvré,11.2
4373,2025-02-06 10:00:00,atelier,20.47,4.94,30.4,9,ouvré,26.848
5349,2025-02-14 13:00:00,Salle Serveur,20.89,3.85,42.9,0,ouvré,47.51
7831,2025-03-07 06:00:00,bureau_nord,21.05,-0.09,43.8,5,ouvré,11.556
3497,2025-01-30 03:00:00,Bureau_Sud,21.09,-1.61,46.1,7,ouvré,11.016
4204,2025-02-05 00:00:00,Salle Serveur,21.41,1.11,45.5,0,ouvré,48.05
6254,2025-02-22 02:00:00,Salle Serveur,21.43,-0.38,53.6,0,weekend,47.726
417,2025-01-04 11:00:00,Bureau_Sud,20.6,4.13,46.7,0,weekend,9.318
8874,2025-03-15 22:00:00,Salle Serveur,20.57,5.66,40.8,0,weekend,-27.687
10235,2025-03-27 06:00:00,accueil ,21.14,6.45,47.2,8,ouvré,7.34
10342,2025-03-28 04:00:00,bureau sud,18.86,4.77,36.5,10,ouvré,9.574
5188,2025-02-13 05:00:00,atelier,21.75,-2.35,45.3,5,ouvré,17.174
8538,2025-03-13 03:00:00,atelier,21.1,2.11,32.3,11,ouvré,
9272,2025-03-19 06:00:00,bureau sud,18.61,6.67,45.5,6,ouvré,9.496
7632,2025-03-05 14:00:00,bureau sud,20.53,8.98,44.0,9,ouvré,18.784
2995,2025-01-25 22:00:00,Accueil,20.25,0.69,48.2,0,weekend,8.965
10735,2025-03-31 10:00:00,Accueil,21.86,10.03,42.4,7,ouvré,8.36
1589,2025-01-14 05:00:00,Salle_Serveur,20.19,-1.39,41.3,0,ouvré,48.063
1651,2025-01-14 18:00:00,BUREAU NORD,20.12,4.32,32.8,6,ouvré,10.971
2713,2025-01-23 14:00:00,atelier,20.23,5.84,,11,ouvré,31.128
643,2025-01-06 08:00:00,atelier,,1.37,34.7,4,ouvré,22.132
10697,2025-03-31 03:00:00,Bureau_Sud,20.06,2.6,35.8,2,ouvré,8.429
1517,2025-01-13 15:00:00,Bureau_Sud,21.95,4.59,38.4,6,ouvré,20.163
6615,2025-02-25 02:00:00,Accueil,22.37,0.67,44.7,2,ouvré,8.144
6289,2025-02-22 09:00:00,Salle Serveur,22.02,5.05,38.2,0,weekend,45.295
3674,2025-01-31 14:00:00,Salle_Serveur,21.55,7.61,47.4,0,ouvré,44.519
9917,2025-03-24 15:00:00,Bureau_Sud,21.23,10.15,55.5,8,ouvré,15.263
8216,2025-03-10 11:00:00,BUREAU NORD,20.68,7.05,40.0,0,ouvré,17.141
5881,2025-02-19 00:00:00,bureau_nord,21.34,1.71,42.1,5,ouvré,7.98
4166,2025-02-04 17:00:00,BUREAU NORD,21.44,3.36,,11,ouvré,14.318
454,2025-01-04 18:00:00,Salle Serveur,19.85,7.38,39.0,0,weekend,44.872
8297,2025-03-11 03:00:00,Bureau_Sud,21.53,0.81,47.0,10,ouvré,9.255
10307,2025-03-27 21:00:00,bureau sud,20.92,7.54,,9,ouvré,8.014
5843,2025-02-18 16:00:00,atelier,20.86,6.88,47.6,1,ouvré,25.519
9378,2025-03-20 03:00:00,Atelier,21.73,2.39,38.1,,ouvré,14.102
3344,2025-01-28 20:00:00,Salle Serveur,20.5,3.04,42.4,0,,46.093
5769,2025-02-18 01:00:00,Salle Serveur,20.88,-1.37,49.3,0,ouvré,49.819
5202,2025-02-13 08:00:00,Bureau_Sud,21.72,2.37,42.5,10,ouvré,14.421
7233,2025-03-02 06:00:00,atelier,20.77,1.99,53.2,0,weekend,13.505
4140,2025-02-04 11:00:00,accueil ,20.62,4.74,45.3,11,ouvré,13.511
1202,2025-01-11 00:00:00,bureau sud,22.08,0.83,47.9,0,weekend,10.674
3267,2025-01-28 05:00:00,Bureau_Sud,20.82,-2.66,42.4,6,ouvré,13.337
3493,2025-01-30 02:00:00,Atelier,22.18,-2.41,53.1,9,ouvré,
9018,2025-03-17 03:00:00,Atelier,20.67,-0.05,46.0,12,ouvré,15.056
7766,2025-03-06 17:00:00,bureau_nord,19.18,8.0,37.4,5,ouvré,12.816
10152,2025-03-26 14:00:00,Bureau_Sud,20.59,10.79,39.9,11,ouvré,17.027
9359,2025-03-19 23:00:00,Salle_Serveur,20.84,4.0,,0,ouvré,46.195
2792,2025-01-24 06:00:00,Bureau_Sud,21.37,-1.43,34.1,11,ouvré,13.818
1240,2025-01-11 07:00:00,accueil ,20.9,0.85,54.1,0,weekend,10.447
5345,2025-02-14 12:00:00,accueil ,21.77,6.15,51.9,8,ouvré,13.442
6661,2025-02-25 12:00:00,BUREAU NORD,20.62,6.49,46.7,18,ouvré,15.234
7121,2025-03-01 08:00:00,Bureau_Nord,21.02,2.1,44.6,0,weekend,12.047
17,2025-01-01 03:00:00,Bureau_Sud,20.05,-2.91,48.5,0,férié,14.811
9149,2025-03-18 05:00:00,Salle Serveur,19.63,2.67,35.1,0,ouvré,46.958
9836,2025-03-23 23:00:00,BUREAU NORD,21.26,5.25,42.4,0,weekend,9.438
8569,2025-03-13 09:00:00,Salle Serveur,21.22,3.9,41.8,0,ouvré,46.647
7219,2025-03-02 03:00:00,Salle_Serveur,20.79,-0.51,45.1,0,weekend,48.218
2611,2025-01-22 18:00:00,BUREAU NORD,23.66,4.56,42.5,,ouvré,13.434
3513,2025-01-30 06:00:00,Atelier,20.4,-2.4,,4,ouvré,19.038
5557,2025-02-16 07:00:00,bureau sud,20.65,0.3,38.7,0,weekend,11.018
8699,2025-03-14 11:00:00,Salle Serveur,20.85,6.03,36.6,0,ouvré,46.017
10435,2025-03-28 22:00:00,Accueil,20.29,5.94,49.4,12,ouvré,6.393
3764,2025-02-01 08:00:00,Salle_Serveur,21.84,0.61,49.8,0,weekend,47.137
8477,2025-03-12 15:00:00,bureau sud,21.17,8.06,38.7,4,ouvré,
4114,2025-02-04 06:00:00,Salle_Serveur,20.25,0.02,39.5,0,ouvré,48.038
9221,2025-03-18 20:00:00,Bureau_Nord,20.98,4.73,56.5,9,ouvré,8.819
5829,2025-02-18 13:00:00,Salle Serveur,20.28,7.13,,0,ouvré,46.509
4388,2025-02-06 13:00:00,Atelier,20.75,6.0,39.6,11,ouvré,32.482
1059,2025-01-09 19:00:00,Salle_Serveur,21.37,2.43,41.0,0,ouvré,47.965
5226,2025-02-13 13:00:00,bureau_nord,20.94,6.2,51.2,5,ouvré,17.9
7440,2025-03-03 23:00:00,accueil ,21.1,1.49,44.9,10,ouvré,9.049
3893,2025-02-02 10:00:00,Atelier,21.64,3.22,37.2,0,weekend,13.801
10678,2025-03-30 23:00:00,atelier,20.08,4.89,50.1,0,weekend,13.369
5228,2025-02-13 13:00:00,atelier,22.02,6.2,47.0,7,ouvré,33.685
6192,2025-02-21 14:00:00,Bureau_Sud,20.49,9.08,,1,ouvré,17.971
2859,2025-01-24 19:00:00,Salle_Serveur,20.23,4.7,32.9,0,ouvré,44.717
3878,2025-02-02 07:00:00,Atelier,21.7,1.23,45.6,0,weekend,15.838
1954,2025-01-17 06:00:00,Salle Serveur,21.16,0.89,48.3,0,ouvré,46.771
5930,2025-02-19 09:00:00,accueil ,20.7,4.68,39.5,2,ouvré,10.561
4774,2025-02-09 18:00:00,Salle_Serveur,21.46,6.16,47.7,0,weekend,45.363
278,2025-01-03 07:00:00,atelier,21.76,0.18,46.6,3,ouvré,20.295
3826,2025-02-01 21:00:00,Bureau_Nord,20.18,1.59,44.3,0,weekend,10.463
8619,2025-03-13 19:00:00,Salle Serveur,21.15,6.72,40.8,0,ouvré,45.734
4297,2025-02-05 19:00:00,Bureau_Sud,21.3,2.7,47.8,9,ouvré,12.052
1095,2025-01-10 02:00:00,Accueil,22.25,-3.41,34.3,8,ouvré,11.829
9166,2025-03-18 09:00:00,Bureau_Nord,21.34,5.75,53.1,8,ouvré,13.066
1911,2025-01-16 22:00:00,Bureau_Nord,22.18,3.07,47.4,9,ouvré,9.502
8486,2025-03-12 17:00:00,Bureau_Nord,20.04,9.0,,8,ouvré,11.226
2466,2025-01-21 13:00:00,Bureau_Nord,21.71,7.98,40.8,14,ouvré,18.112
8716,2025-03-14 15:00:00,BUREAU NORD,20.81,12.02,47.3,3,ouvré,11.382
9434,2025-03-20 14:00:00,Salle Serveur,21.68,9.05,51.7,0,ouvré,
5154,2025-02-12 22:00:00,Salle Serveur,21.04,2.77,38.1,0,ouvré,45.596
6324,2025-02-22 16:00:00,Salle Serveur,20.57,5.86,47.1,0,weekend,44.045
3567,2025-01-30 17:00:00,bureau sud,20.64,3.79,47.1,1,,14.552
2415,2025-01-21 02:00:00,Accueil,22.08,-4.73,49.3,8,ouvré,11.265
7042,2025-02-28 16:00:00,bureau sud,22.24,8.61,43.4,11,ouvré,15.686
1473,2025-01-13 06:00:00,atelier,20.96,-0.29,48.3,8,ouvré,17.431
4728,2025-02-09 09:00:00,atelier,21.42,0.93,45.8,0,weekend,14.523
9602,2025-03-22 00:00:00,bureau sud,21.3,3.09,42.4,0,weekend,10.603
1348,2025-01-12 05:00:00,Atelier,20.73,1.25,48.7,0,weekend,15.559
1998,2025-01-17 15:00:00,Atelier,20.89,6.54,47.4,2,ouvré,29.448
4438,2025-02-06 23:00:00,Atelier,21.46,0.95,39.7,12,ouvré,15.212
3417,2025-01-29 11:00:00,bureau sud,20.51,3.34,52.8,11,ouvré,19.781
4686,2025-02-09 01:00:00,BUREAU NORD,20.46,-0.13,49.5,0,weekend,11.943
7074,2025-02-28 22:00:00,Salle_Serveur,20.37,2.03,43.1,0,,47.157
9308,2025-03-19 13:00:00,Atelier,20.45,10.85,47.8,9,ouvré,31.606
5772,2025-02-18 02:00:00,Bureau_Sud,20.27,-0.2,47.4,10,ouvré,10.611
6606,2025-02-25 01:00:00,BUREAU NORD,,0.57,45.2,8,ouvré,9.044
3686,2025-01-31 17:00:00,Bureau_Nord,21.82,4.77,52.6,6,ouvré,13.925
4226,2025-02-05 05:00:00,Bureau_Nord,19.92,0.34,49.3,9,ouvré,9.979
7294,2025-03-02 18:00:00,Salle Serveur,19.68,6.04,46.9,0,weekend,45.4
9382,2025-03-20 04:00:00,Bureau_Sud,21.39,0.98,41.5,10,ouvré,11.105
8398,2025-03-11 23:00:00,atelier,21.49,4.5,49.5,6,ouvré,12.458
8692,2025-03-14 10:00:00,bureau sud,20.89,5.3,31.8,10,ouvré,14.78
7321,2025-03-03 00:00:00,Bureau_Nord,20.51,0.12,25.0,13,ouvré,10.427
10711,2025-03-31 06:00:00,bureau_nord,22.52,4.37,51.9,10,ouvré,11.732
7009,2025-02-28 09:00:00,Salle_Serveur,19.83,3.82,50.9,0,ouvré,46.945
5616,2025-02-16 19:00:00,Bureau_Nord,22.49,3.61,43.0,0,weekend,9.709
4235,2025-02-05 06:00:00,Accueil,22.52,-1.2,38.2,10,ouvré,11.017
2974,2025-01-25 18:00:00,Salle_Serveur,21.74,4.89,48.8,0,weekend,46.123
9282,2025-03-19 08:00:00,Bureau_Sud,21.01,4.87,47.2,14,ouvré,13.943
529,2025-01-05 09:00:00,Salle Serveur,22.07,3.38,38.7,0,weekend,47.789
2165,2025-01-19 00:00:00,Accueil,21.15,-2.5,41.5,0,weekend,11.967
5394,2025-02-14 22:00:00,Salle_Serveur,21.52,1.67,58.1,0,ouvré,47.164
4350,2025-02-06 05:00:00,Accueil,21.66,-1.22,47.6,9,ouvré,11.442
1448,2025-01-13 01:00:00,Atelier,21.6,-1.05,47.6,10,ouvré,14.2
9123,2025-03-18 00:00:00,Atelier,18.94,3.19,50.2,4,ouvré,12.522
3691,2025-01-31 18:00:00,Bureau_Nord,20.24,4.73,45.4,9,ouvré,13.085
2646,2025-01-23 01:00:00,bureau_nord,20.7,-0.94,37.1,11,ouvré,11.806
3000,2025-01-25 23:00:00,Accueil,22.09,0.47,47.7,0,weekend,9.579
4112,2025-02-04 06:00:00,bureau sud,22.23,0.02,51.7,,ouvré,14.223
275,2025-01-03 06:00:00,accueil ,21.0,-0.58,44.0,4,ouvré,11.773
7721,2025-03-06 08:00:00,Bureau_Nord,19.52,4.61,42.8,7,ouvré,11.379
4218,2025-02-05 03:00:00,atelier,21.55,-1.36,,8,ouvré,15.868
6696,2025-02-25 19:00:00,Bureau_Nord,20.82,4.23,43.4,8,ouvré,10.383
8884,2025-03-16 00:00:00,Salle Serveur,20.84,4.99,54.4,0,weekend,46.356
777,2025-01-07 11:00:00,bureau sud,20.25,5.79,49.9,6,ouvré,19.837
5401,2025-02-15 00:00:00,Bureau_Nord,20.83,0.12,32.5,0,weekend,10.569
2628,2025-01-22 21:00:00,Atelier,21.62,4.13,50.9,14,ouvré,13.514
8114,2025-03-09 14:00:00,Salle Serveur,20.42,6.84,49.5,0,weekend,45.08
3800,2025-02-01 15:00:00,accueil ,20.5,6.6,34.4,0,weekend,
5968,2025-02-19 17:00:00,Atelier,21.92,8.41,43.2,13,ouvré,22.628
1067,2025-01-09 21:00:00,Bureau_Sud,20.46,2.39,52.6,10,ouvré,11.017
8244,2025-03-10 16:00:00,Salle Serveur,19.83,10.29,,0,ouvré,42.745
5151,2025-02-12 22:00:00,Bureau_Nord,20.34,2.77,47.8,6,ouvré,9.263
7964,2025-03-08 08:00:00,Salle_Serveur,21.55,4.48,34.6,0,weekend,44.278
8885,2025-03-16 00:00:00,Accueil,21.48,4.99,44.0,0,weekend,8.337
640,2025-01-06 07:00:00,accueil ,20.76,1.14,38.9,4,ouvré,9.778
5615,2025-02-16 18:00:00,Accueil,20.13,8.88,53.7,0,weekend,5.59
10533,2025-03-29 18:00:00,atelier,21.1,10.39,36.2,0,weekend,9.291
1700,2025-01-15 03:00:00,Accueil,20.14,-4.43,47.5,10,ouvré,11.459
3951,2025-02-02 22:00:00,BUREAU NORD,20.79,0.68,33.5,0,weekend,10.389
10034,2025-03-25 14:00:00,Salle_Serveur,21.51,10.26,44.8,0,ouvré,43.216
3974,2025-02-03 02:00:00,Salle_Serveur,20.92,-0.84,45.4,0,ouvré,49.163
4087,2025-02-04 01:00:00,Bureau_Sud,20.09,0.03,42.7,8,ouvré,9.933
8507,2025-03-12 21:00:00,Bureau_Sud,20.21,7.47,46.6,4,ouvré,6.163
4800,2025-02-09 23:00:00,accueil ,21.15,1.53,49.2,0,weekend,9.159
9091,2025-03-17 18:00:00,BUREAU NORD,20.6,9.84,42.6,9,ouvré,9.273
8582,2025-03-13 12:00:00,bureau sud,21.89,8.53,39.9,7,ouvré,17.135
6065,2025-02-20 12:00:00,Accueil,21.72,4.64,42.9,9,ouvré,13.614
270,2025-01-03 05:00:00,Accueil,21.11,0.1,41.8,6,ouvré,11.849
2716,2025-01-23 15:00:00,BUREAU NORD,20.19,4.4,40.6,9,ouvré,16.29
5678,2025-02-17 07:00:00,atelier,20.94,3.49,54.1,6,ouvré,19.999
9467,2025-03-20 21:00:00,bureau sud,21.12,5.72,43.7,12,ouvré,8.575
9598,2025-03-21 23:00:00,Atelier,21.71,3.42,44.1,9,ouvré,12.961
3442,2025-01-29 16:00:00,bureau sud,20.98,5.94,51.5,8,ouvré,15.743
4645,2025-02-08 16:00:00,accueil ,21.94,6.15,39.2,0,weekend,7.476
8193,2025-03-10 06:00:00,atelier,,3.84,58.1,7,ouvré,15.339
10311,2025-03-27 22:00:00,BUREAU NORD,23.06,5.7,,11,ouvré,6.205
3791,2025-02-01 14:00:00,bureau_nord,19.53,5.05,48.1,0,weekend,10.411
10714,2025-03-31 06:00:00,Salle_Serveur,20.22,4.37,47.0,,ouvré,46.96
6101,2025-02-20 20:00:00,BUREAU NORD,21.18,3.11,,9,ouvré,10.53
10178,2025-03-26 19:00:00,Atelier,20.28,8.01,42.6,16,ouvré,16.602
4967,2025-02-11 09:00:00,bureau sud,21.4,2.34,,4,ouvré,15.596
8469,2025-03-12 13:00:00,Salle_Serveur,21.6,9.31,40.2,0,ouvré,43.683
9665,2025-03-22 12:00:00,Accueil,19.57,9.39,40.2,0,weekend,7.453
5854,2025-02-18 18:00:00,Salle Serveur,19.47,6.05,35.9,0,ouvré,46.128
688,2025-01-06 17:00:00,Atelier,21.99,3.84,40.0,0,ouvré,23.998
325,2025-01-03 16:00:00,Accueil,21.21,5.74,35.6,3,ouvré,11.299
4393,2025-02-06 14:00:00,Atelier,20.85,8.05,,6,ouvré,32.6
10665,2025-03-30 20:00:00,accueil ,20.61,9.68,31.7,0,weekend,6.138
5548,2025-02-16 05:00:00,atelier,20.73,-0.91,42.9,0,weekend,15.615
3176,2025-01-27 11:00:00,BUREAU NORD,20.01,3.43,46.0,10,ouvré,17.087
1131,2025-01-10 10:00:00,BUREAU NORD,22.13,3.48,30.9,6,ouvré,16.49
1054,2025-01-09 18:00:00,Salle Serveur,19.85,5.36,54.9,0,ouvré,45.221
3855,2025-02-02 02:00:00,accueil ,20.69,-1.4,,0,weekend,11.189
7397,2025-03-03 15:00:00,bureau sud,20.42,7.82,40.7,5,ouvré,16.413
1952,2025-01-17 06:00:00,Bureau_Sud,20.49,0.89,44.6,5,ouvré,14.321
6594,2025-02-24 22:00:00,Salle Serveur,21.07,2.37,43.1,0,ouvré,48.105
382,2025-01-04 04:00:00,bureau sud,21.8,-2.13,46.2,0,weekend,12.741
524,2025-01-05 08:00:00,Salle_Serveur,,2.15,43.4,0,weekend,48.685
2342,2025-01-20 12:00:00,bureau sud,21.41,4.71,48.2,6,ouvré,18.903
448,2025-01-04 17:00:00,Atelier,20.69,6.65,52.2,0,weekend,12.748
3945,2025-02-02 20:00:00,accueil ,20.12,5.67,40.8,0,weekend,7.586
3028,2025-01-26 05:00:00,Atelier,21.68,-1.67,39.0,0,weekend,-17.456
9090,2025-03-17 17:00:00,Accueil,21.34,9.76,36.8,4,,9.11
2937,2025-01-25 11:00:00,Bureau_Sud,21.48,4.57,42.2,0,weekend,9.253
4545,2025-02-07 20:00:00,Accueil,20.37,3.73,52.8,5,ouvré,7.127
6770,2025-02-26 09:00:00,accueil ,20.66,3.96,48.7,14,ouvré,11.341
3862,2025-02-02 04:00:00,bureau sud,22.32,-1.07,57.4,0,weekend,11.134
2134,2025-01-18 18:00:00,Salle Serveur,19.43,4.93,40.0,0,weekend,44.36
9025,2025-03-17 04:00:00,accueil ,20.07,1.23,,4,ouvré,10.489
6267,2025-02-22 05:00:00,Bureau_Sud,21.3,2.23,32.1,0,weekend,10.596
5160,2025-02-12 23:00:00,Accueil,21.12,2.77,36.3,9,ouvré,9.802
3619,2025-01-31 03:00:00,Salle Serveur,21.85,-2.94,39.9,0,ouvré,50.082
2303,2025-01-20 04:00:00,atelier,21.05,-1.2,43.1,8,ouvré,14.532
1174,2025-01-10 18:00:00,Salle_Serveur,20.6,3.48,49.4,0,ouvré,45.905
3143,2025-01-27 04:00:00,Atelier,22.7,-0.97,50.8,11,ouvré,15.246
1226,2025-01-11 05:00:00,BUREAU NORD,21.85,-3.76,41.9,0,weekend,13.378
10625,2025-03-30 12:00:00,accueil ,,9.23,45.4,0,weekend,6.525
4544,2025-02-07 20:00:00,Salle Serveur,20.67,3.73,44.2,0,ouvré,46.81
8662,2025-03-14 04:00:00,bureau sud,21.29,3.03,47.4,10,ouvré,9.788
7984,2025-03-08 12:00:00,Salle Serveur,,7.73,55.5,0,weekend,44.328
6919,2025-02-27 15:00:00,Salle Serveur,19.44,9.48,39.7,0,ouvré,43.762
1619,2025-01-14 11:00:00,Salle Serveur,20.06,3.19,30.5,0,ouvré,45.906
7207,2025-03-02 01:00:00,bureau sud,21.5,0.76,50.5,0,weekend,
10493,2025-03-29 10:00:00,atelier,21.0,8.19,49.3,0,weekend,11.632
3909,2025-02-02 13:00:00,Salle Serveur,20.83,6.65,36.5,0,weekend,45.373
10222,2025-03-27 04:00:00,Bureau_Sud,21.33,1.14,47.5,,ouvré,11.135
3508,2025-01-30 05:00:00,Atelier,,-1.99,44.1,6,ouvré,15.406
4165,2025-02-04 16:00:00,accueil ,20.39,6.15,42.0,6,ouvré,546.822
357,2025-01-03 23:00:00,bureau sud,21.08,-0.33,44.4,6,ouvré,
1257,2025-01-11 11:00:00,bureau sud,,2.84,44.0,0,weekend,9.619
9481,2025-03-21 00:00:00,Bureau_Nord,21.0,5.83,44.1,7,ouvré,7.464
8058,2025-03-09 03:00:00,Atelier,21.08,2.61,49.1,0,weekend,14.767
3636,2025-01-31 07:00:00,Bureau_Nord,20.84,-0.17,54.0,6,ouvré,13.002
8236,2025-03-10 15:00:00,BUREAU NORD,19.44,10.52,51.5,12,ouvré,14.745
1278,2025-01-11 15:00:00,atelier,21.29,5.72,42.1,0,weekend,12.56
313,2025-01-03 14:00:00,Atelier,21.97,7.03,49.2,3,ouvré,32.19
5463,2025-02-15 12:00:00,atelier,20.47,5.59,40.2,0,weekend,11.886
9015,2025-03-17 02:00:00,Accueil,19.84,1.26,47.5,2,ouvré,9.182
4104,2025-02-04 04:00:00,Salle_Serveur,20.25,-1.27,50.0,0,ouvré,49.412
4356,2025-02-06 07:00:00,BUREAU NORD,21.48,-0.46,48.2,14,ouvré,13.286
2824,2025-01-24 12:00:00,Salle_Serveur,20.13,5.15,42.0,0,ouvré,45.788
7127,2025-03-01 09:00:00,Bureau_Sud,21.2,5.91,40.1,0,weekend,9.857
10281,2025-03-27 16:00:00,BUREAU NORD,20.17,11.95,30.7,5,ouvré,13.16
5016,2025-02-11 19:00:00,BUREAU NORD,19.75,5.13,42.8,8,ouvré,11.539
6211,2025-02-21 18:00:00,BUREAU NORD,22.19,5.82,48.1,4,ouvré,11.471
8092,2025-03-09 10:00:00,bureau sud,20.8,4.73,48.5,0,weekend,9.132
5353,2025-02-14 14:00:00,atelier,19.82,6.6,39.9,5,ouvré,33.244
1592,2025-01-14 06:00:00,bureau sud,20.4,-3.43,292.4,0,ouvré,13.156
3225,2025-01-27 20:00:00,Accueil,20.91,1.95,,5,ouvré,8.199
6087,2025-02-20 17:00:00,Bureau_Sud,19.25,6.6,47.6,4,ouvré,12.4
8028,2025-03-08 21:00:00,atelier,20.0,4.91,44.8,0,weekend,11.632
10156,2025-03-26 15:00:00,bureau_nord,20.75,9.99,37.1,0,ouvré,15.582
5231,2025-02-13 14:00:00,BUREAU NORD,20.65,4.15,33.4,10,ouvré,17.07
9280,2025-03-19 07:00:00,accueil ,21.96,4.82,46.3,7,ouvré,438.033
3545,2025-01-30 12:00:00,accueil ,20.71,4.79,53.7,3,ouvré,13.328
6828,2025-02-26 21:00:00,atelier,19.5,2.77,39.1,1,ouvré,15.326
1227,2025-01-11 05:00:00,Bureau_Sud,20.79,-3.76,43.2,0,weekend,13.73
6,2025-01-01 01:00:00,Bureau_Nord,20.45,-1.52,48.9,6,férié,11.808
4465,2025-02-07 04:00:00,accueil ,21.36,1.08,41.3,3,ouvré,8.853
9597,2025-03-21 23:00:00,bureau sud,20.73,3.42,43.7,10,ouvré,10.374
